Name,CNPJ,Management Fee,Minimum Investment,Performance Fee,Portfolio Manager,Liquidity Ratios,age_months,CVM Category_Fixed Income,CVM Category_Multimarket,CVM Category_Equities,CVM Category_FX,Tax Classification_Exempt,Tax Classification_Long Term,Tax Classification_Short Term,Private Credit Anbima_Not applicable,Private Credit Anbima_Yes,Leveraged Anbima_Yes,Legal Classification_FI,Legal Classification_FIC,Performance Fee Reference Index_100% do IBX,Performance Fee Reference Index_100% do Ibovespa,Performance Fee Reference Index_Other_performance_fee,Performance Fee Reference Index_There is not,Benchmark_Dollar,Benchmark_IBX,Benchmark_IMA-B,Benchmark_Ibovespa,Benchmark_Not Informed,Benchmark_Other_Benchmark,Last_Assets,Last_Assets_date,Assets_Flow_6m,Assets_Flow_12m,Assets_Flow_24m,Average_Assets_6m,Average_Assets_12m,Average_Assets_24m,Return_6m,Return_12m,Return_24m,Volatility_6m,Volatility_12m,Volatility_24m,Excess_Return_-_CDI_Opening_6m,Excess_Return_-_CDI_Opening_12m,Excess_Return_-_CDI_Opening_24m,Excess_Return_-_Ibovespa_6m,Excess_Return_-_Ibovespa_12m,Excess_Return_-_Ibovespa_24m,Excess_Return_-_Dollar_6m,Excess_Return_-_Dollar_12m,Excess_Return_-_Dollar_24m,#_Funds_managed,Manager_avg_Assets
SANTANDER INCOME CLASS FIC RENDA FIXA LP,06.969.451/0001-18,0.004,10000,0.2,Eduardo Alves de Castro,1,165,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39525016.97,2019-01-31 00:00:00,-28288486.36,-91557479.06,-101590532.11,50378903.74,72089665.36,103677345.19,0.032941436664,0.060181409526,0.163504112415,0.005378394579,0.00468542992,0.004349591301,0.001453838278,-0.004187835946,-0.003145293644,-0.19646037294500002,-0.089712667088,-0.31574467251800004,0.060372260387,-0.09347520080400001,0.0096287925,94.0,2102252921.6720212
SANTANDER ÍNDICE BOVESPA FIC AÇÕES,06.084.858/0001-68,0.03,1000,0.0,Eduardo Alves de Castro,4,168,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17407217.35,2019-01-31 00:00:00,-681705.93,-1550260.87,-26236515.53,15591645.04,15675922.39,16393069.95,0.211803069908,0.11593323206799999,0.387135983043,0.230023634388,0.21757034896699998,0.203783021094,0.180315471523,0.051563986596,0.22048657698399998,-0.017598739699999998,-0.033960844546,-0.09211280189,0.23923389363199998,-0.037723378262,0.23326066312799998,94.0,2102252921.6720212
SANTANDER INFLAÇÃO FIC RENDA FIXA,14.504.196/0001-66,0.015,20000,0.0,Eduardo Alves de Castro,1,80,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,214917012.62,2019-01-31 00:00:00,11886057.35,33605491.9,8851855.88,185142642.65,193506476.55,180027009.6,0.061387390576999996,0.08524541178,0.20337229594200001,0.027870821285,0.030476660768,0.032394231871,0.029899792191999997,0.020876166307,0.036722889883,-0.168014419032,-0.064648664834,-0.275876488991,0.0888182143,-0.06841119855,0.049496976027,94.0,2102252921.6720212
SANTANDER INSTITUCIONAL FIC RENDA FIXA,06.095.438/0001-87,0.003,500000,0.0,Eduardo Alves de Castro,1,173,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,785021992.35,2019-01-31 00:00:00,-87220556.06,-504558196.4,-103248170.6,813859072.99,923713405.62,896672854.98,0.032412516372,0.060845662432,0.165055804347,0.002623928483,0.002657148923,0.004311457867,0.000924917987,-0.003523583041,-0.001593601712,-0.19698929323699998,-0.089048414182,-0.314192980586,0.059843340096,-0.09281094789799998,0.011180484432,94.0,2102252921.6720212
SANTANDER INSTITUCIONAL FIC RENDA FIXA REFERENCIADO DI,02.224.354/0001-45,0.002,500000,0.0,Eduardo Alves de Castro,0,254,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4465680756.83,2019-02-01 00:00:00,-447828950.94,-1526874649.99,946144044.31,4682919431.74,4936683484.44,4491151674.75,0.03143825537,0.063676670861,0.16801415080999998,0.00019013124499999998,0.000166651154,0.0013941469840000002,-4.9343015e-05,-0.000692574611,0.001364744751,-0.197963554239,-0.086217405753,-0.311234634123,0.05886907909399999,-0.089979939469,0.014138830895000001,94.0,2102252921.6720212
SANTANDER INTELIGENTE FIC RENDA FIXA CURTO PRAZO,02.908.347/0001-62,0.055,1,0.0,Eduardo Alves de Castro,0,230,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,156484311.25,2019-02-01 00:00:00,-39765044.36,-97785736.11,-426190074.21,174806734.63,197875434.87,283046873.56,0.003449055284,0.006901707355999999,0.044490516319,4.9056793e-05,0.000129535316,0.001245071531,-0.028038543102,-0.057467538116,-0.12215888974,-0.225952754325,-0.14299236925800002,-0.434758268614,0.030879879007,-0.14675490297399998,-0.109384803596,94.0,2102252921.6720212
SANTANDER IRF-M TÍTULOS PÚBLICOS FI RENDA FIXA,13.455.197/0001-03,0.002,50000,0.0,Eduardo Alves de Castro,1,87,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1632718766.89,2019-01-31 00:00:00,-412834304.07,-776568679.78,984674574.28,1618094673.47,2131103888.82,1900472454.79,0.080443567006,0.106640621491,0.263497379669,0.034576845347,0.034426066421,0.040130447946,0.048955968621,0.042271376019,0.09684797361,-0.148958242602,-0.043253455123,-0.215751405264,0.10787439072999999,-0.047015988839,0.109622059753,94.0,2102252921.6720212
SANTANDER JUD FIC RENDA FIXA REFERENCIADO DI,17.138.452/0001-37,0.03,1000,0.0,Eduardo Alves de Castro,0,70,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,55582935.38,2019-02-01 00:00:00,-3816303.1,-4580649.13,-4838670.94,54742066.45,56534541.88,74025011.07,0.016033506661,0.032550581378,0.099684514901,1.0536289e-05,6.8696268e-05,0.001294353889,-0.015454091724,-0.031818664095,-0.066964891158,-0.213368302948,-0.117343495236,-0.379564270032,0.043464330385,-0.121106028952,-0.054190805014,94.0,2102252921.6720212
SANTANDER JUROS REAIS FIC RENDA FIXA,04.385.278/0001-85,0.005,50000,0.0,Eduardo Alves de Castro,1,169,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,483077472.45,2019-01-31 00:00:00,-50320282.16,-215461316.98,280082.36,430772405.06,523838350.64,574123011.1,0.13713252729800002,0.134207393241,0.290083356011,0.057823994443,0.054503343111999995,0.074805744558,0.10564492891300001,0.069838147769,0.12343394995200001,-0.09226928231100001,-0.015686683373000002,-0.189165428922,0.164563351022,-0.019449217089,0.136208036096,94.0,2102252921.6720212
SANTANDER LIQUIDEZ FIC RENDA FIXA CURTO PRAZO,05.025.900/0001-07,0.01,30000,0.0,Eduardo Alves de Castro,0,200,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22905381.33,2019-02-01 00:00:00,-11967470.21,-10675615.72,-5035762.1,28996378.9,28805543.87,28782173.65,0.026085458751,0.053276265933,0.14241002829,5.19563e-06,6.7891806e-05,0.001232130062,-0.005402139634,-0.011092979539,-0.024239377769,-0.20331635085799998,-0.096617810681,-0.33683875664299995,0.053516282474999996,-0.100380344397,-0.011465291625,94.0,2102252921.6720212
SANTANDER LIQUIDEZ FIC RENDA FIXA SIMPLES CURTO PRAZO,05.211.884/0001-47,0.025,100,0.0,Eduardo Alves de Castro,0,196,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,35197477.91,2019-02-01 00:00:00,-3016046.57,-6267680.72,-14176765.62,36411768.57,37509941.71,40131978.9,0.018409223571,0.037370314473,0.10819695337900001,6.042412e-06,0.000100249916,0.001228922738,-0.013078374815,-0.026998930999,-0.05845245268,-0.210992586038,-0.112523762141,-0.371051831554,0.045840047294,-0.11628629585700001,-0.045678366536,94.0,2102252921.6720212
SANTANDER MACRO FIC MULTIMERCADO I,11.714.716/0001-77,0.028999999999999998,25000,0.2,Eduardo Alves de Castro,22,105,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,647168378.93,2019-01-31 00:00:00,-38361647.18,34633524.82,156036580.38,656587275.94,633966412.09,558510220.05,0.03031093431,0.054875176748,0.18655144118900002,0.023760128547,0.023505080038,0.032738322679,-0.001176664075,-0.009494068725,0.01990203513,-0.199090875299,-0.095018899867,-0.292697343745,0.057741758034,-0.098781433583,0.032676121273,94.0,2102252921.6720212
SANTANDER MASTER FIC RENDA FIXA,01.094.797/0001-04,0.01,30000,0.0,Eduardo Alves de Castro,0,272,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3170740954.64,2019-01-31 00:00:00,-575116273.14,-938488277.96,-364071163.82,3408003808.67,3598426563.79,3608834223.77,0.027709242662000002,0.054237841364,0.149251091895,0.001298217098,0.0013577836500000002,0.002271251683,-0.003778355724,-0.010131404108,-0.017398314164,-0.201692566947,-0.09565623525,-0.32999769303800003,0.055140066385,-0.099418768966,-0.004624228021,94.0,2102252921.6720212
SANTANDER MASTER FIC RENDA FIXA REFERENCIADO DI,02.367.527/0001-84,0.01,30000,0.0,Eduardo Alves de Castro,0,244,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7444695647.74,2019-02-01 00:00:00,-1039320342.34,-1502208761.3,-2433509821.9,7921000833.9,8129254925.46,8413472598.89,0.027206814882,0.055162423876000004,0.148799186755,0.000135680781,0.00013196444099999999,0.0013307783879999999,-0.004280783503,-0.009206821596,-0.017850219304,-0.202194994727,-0.094731652738,-0.330449598178,0.054637638606,-0.098494186454,-0.00507613316,94.0,2102252921.6720212
SANTANDER MASTER FI RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,18.599.054/0001-80,0.0005,20000000,0.0,Eduardo Alves de Castro,0,58,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3374507610.1,2019-02-01 00:00:00,183006625.5,-189849708.84,-1394906800.5,3232720007.54,3213195337.51,3493378885.35,0.031172138378,0.063582033047,0.166429360733,8.190943e-06,6.8116783e-05,0.001277698626,-0.000315460007,-0.0007872124260000001,-0.000220045326,-0.198229671231,-0.086312043567,-0.3128194242,0.05860296210199999,-0.090074577283,0.012554040818,94.0,2102252921.6720212
SANTANDER MASTER FUNCESP FIC RENDA FIXA REFERENCIADO DI,05.510.759/0001-38,0.012,1000,0.0,Eduardo Alves de Castro,0,179,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,49885042.43,2019-02-01 00:00:00,-1355891.3,-2180282.54,-9546339.88,49962624.13,49749096.72,50058847.04,0.026070766285999997,0.052872076656,0.145249736765,0.000136822918,0.000139891411,0.001432648161,-0.0054168320999999995,-0.011497168817000001,-0.021399669293999998,-0.203331043323,-0.097021999958,-0.333999048168,0.053501590009,-0.100784533674,-0.00862558315,94.0,2102252921.6720212
SANTANDER MAX FIC RENDA FIXA REFERENCIADO DI,09.300.201/0001-89,0.015,30000,0.0,Eduardo Alves de Castro,0,130,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1260274028.7,2019-02-01 00:00:00,276402455.33,183920139.28,120851019.33,1104349055.21,1044412268.27,1054552713.2,0.02364768313,0.048192860758,0.132980022436,2.4749167e-05,7.142481200000001e-05,0.001279531975,-0.007839915255,-0.016176384714,-0.033669383623,-0.205754126479,-0.101701215856,-0.34626876249699995,0.051078506854,-0.105463749572,-0.020895297479999998,94.0,2102252921.6720212
SANTANDER MIX FIC RENDA FIXA,00.813.342/0001-20,0.0095,500000,0.0,Eduardo Alves de Castro,1,279,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3411346448.68,2019-01-31 00:00:00,-467396313.53,-804086092.94,-1369702955.14,3613387004.68,3759434690.88,3958135020.41,0.028165741537,0.054889938661000004,0.15142708863999998,0.0014091796710000001,0.001516143646,0.0023950713,-0.003321856848,-0.009479306811,-0.015222317419,-0.201236068072,-0.095004137953,-0.327821696293,0.05559656526100001,-0.09876667166900001,-0.002448231276,94.0,2102252921.6720212
SANTANDER MODERADO VAN GOGH FIC MULTIMERCADO,07.645.511/0001-00,0.03,10000,0.0,Eduardo Alves de Castro,5,157,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,157160615.22,2019-01-31 00:00:00,-12372608.71,24284779.4,60092420.48,163206625.29,156160058.62,128319259.82,0.029893537533,0.051493802432,0.163548425221,0.014278901263999999,0.0141028401,0.020705182109,-0.0015940608519999999,-0.01287544304,-0.003100980838,-0.199508272076,-0.098400274182,-0.315700359712,0.057324361256999995,-0.102162807898,0.009673105306000001,94.0,2102252921.6720212
SANTANDER MULTIESTRATÉGIA FIC MULTIMERCADO,05.563.613/0001-50,0.02,10000,0.2,Eduardo Alves de Castro,1,182,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,184961146.38,2019-01-31 00:00:00,-32752192.25,-52706201.46,-30682728.28,198709788.61,216957519.96,213644395.19,0.028948806323,-0.020213411801999998,0.09535545358900001,0.011265260479999999,0.029268773355,0.037138480280000004,-0.002538792062,-0.084582657275,-0.07129395246999999,-0.200453003286,-0.170107488416,-0.383893331344,0.056379630046999994,-0.17387002213199998,-0.058519866326,94.0,2102252921.6720212
SANTANDER MULTIESTRATÉGIA FI MULTIMERCADO,23.682.663/0001-39,0.001,20000000,0.0,Eduardo Alves de Castro,1,33,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,337352790.08,2019-01-31 00:00:00,-256915610.83,-894863468.27,-480172567.96,436419865.61,733776825.55,893885656.14,0.04438070223999999,-0.017728971301,0.13136867917,0.018339295215,0.041993185634,0.046179425127,0.012893103855,-0.08209821677300001,-0.035280726889,-0.18502110736900002,-0.167623047915,-0.34788010576300005,0.07181152596399999,-0.171385581631,-0.022506640745,94.0,2102252921.6720212
SANTANDER MULTISTRATEGY RATES AND FX CLASSE A FIC MULTIMERCADO,14.326.479/0001-65,0.01,10000,0.2,Eduardo Alves de Castro,7,86,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,65524078.5,2019-01-31 00:00:00,-46580448.94,-145118274.29,-95297581.66,91734275.17,116438391.62,155844536.31,0.028638997039,0.059511863300999994,0.171651326659,0.006757760586,0.007669043436,0.022488481318,-0.002848601347,-0.004857382172,0.005001920599000001,-0.20076281257,-0.090382213313,-0.307597458275,0.056069820762000004,-0.094144747029,0.017776006743,94.0,2102252921.6720212
SANTANDER MULTISTRATEGY RATES AND FX FEEDER FIC MULTIMERCADO,17.391.792/0001-75,0.015,0,0.0,Eduardo Alves de Castro,7,68,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1306722.82,2019-01-31 00:00:00,-2068127.63,-4915737.71,-10019916.8,2410497.61,3420261.81,7512181.14,0.019004070361000002,0.043706374123,0.150578564085,0.006636412726000001,0.007512960522,0.022336350369,-0.012483528023999999,-0.020662871349000002,-0.016070841974,-0.21039773924799998,-0.10618770249100001,-0.32867022084799996,0.046434894085,-0.109950236207,-0.00329675583,94.0,2102252921.6720212
SANTANDER NOMINAL RATES CLASSE A FIC RENDA FIXA LP,10.810.132/0001-32,0.003,10000,0.2,Eduardo Alves de Castro,1,108,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1697412.69,2019-01-31 00:00:00,-2963866.08,-54545029.04,-159569338.86,3551729.67,17070337.26,63605870.64,0.073064084219,0.100277606209,0.250518718527,0.037404338773,0.036333518009999996,0.040927658646999994,0.041576485833000006,0.035908360736999996,0.083869312468,-0.15633772539000002,-0.049616470405,-0.228730066406,0.100494907942,-0.053379004120999995,0.096643398612,94.0,2102252921.6720212
SANTANDER PB IMA-B 5 FIC RENDA FIXA LP,23.379.125/0001-70,0.006,50000,0.0,Eduardo Alves de Castro,1,37,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,37816226.54,2019-01-31 00:00:00,-11062073.25,-36718311.16,-54173054.67,41199125.56,51187703.4,66034887.98,0.067539602053,0.09324554959,0.22614512457,0.029203309819,0.03194563097,0.036178947446000004,0.036052003668,0.028876304117,0.059495718511,-0.161862207556,-0.056648527025,-0.25310366036299997,0.094970425777,-0.060411060741,0.07226980465499999,94.0,2102252921.6720212
SANTANDER PB TOP MANAGERS FIC MULTIMERCADO,11.714.860/0001-03,0.03,25000,0.0,Eduardo Alves de Castro,43,103,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,60528735.98,2019-01-31 00:00:00,-6996715.89,12504419.61,4536759.35,60541479.42,57011196.34,49586326.51,0.027188537495,0.06957652427,0.21434061047,0.025987584893,0.028521502153,0.029024688567000002,-0.00429906089,0.005207278797,0.047691204411,-0.20221327211399998,-0.08031755234400001,-0.26490817446299997,0.054619361219,-0.084080086061,0.060465290554999995,94.0,2102252921.6720212
SANTANDER PB VIP FIC RENDA FIXA REFERENCIADO DI,02.910.278/0001-21,0.005,500000,0.0,Eduardo Alves de Castro,0,240,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4328563224.42,2019-02-01 00:00:00,996079602.46,1866346017.6,3084377656.78,3522059987.56,3013989339.79,2058776674.5,0.029814198183,0.060585780150000004,0.162083854376,0.00017763886199999998,0.000158390624,0.0014342053229999998,-0.0016734002019999999,-0.0037834653219999998,-0.004565551683,-0.199587611426,-0.089308296464,-0.317164930557,0.057245021907,-0.09307083018000001,0.008208534461,94.0,2102252921.6720212
SANTANDER PERFORMANCE FIC MULTIMERCADO I,03.029.216/0001-78,0.01,100000,0.15,Eduardo Alves de Castro,1,237,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144195941.14,2019-01-31 00:00:00,-1411831.12,-43949872.48,8524648.52,135038901.66,150447660.62,153415145.07,0.031250481590999996,0.053205120174999995,0.15029602401,0.005702629573,0.005813157848,0.008311667028,-0.000237116795,-0.011164125298,-0.016353382049,-0.198151328018,-0.096688956439,-0.328952760923,0.058681305314,-0.100451490156,-0.003579295905,94.0,2102252921.6720212
SANTANDER PERFORMANCE FIX FIC MULTIMERCADO,03.765.626/0001-87,0.006,50000,0.2,Eduardo Alves de Castro,1,220,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1008255548.4,2019-01-31 00:00:00,-745372357.63,-1631737820.69,-1677628878.15,1265458392.8,1728687048.02,2244413416.64,0.033458593616,0.057981692248999996,0.16031016986000002,0.00570135744,0.005733454287000001,0.007797243487,0.001970995231,-0.006387553223,-0.006339236199,-0.195943215992,-0.091912384365,-0.318938615073,0.060889417339999995,-0.095674918081,0.0064348499449999996,94.0,2102252921.6720212
SANTANDER PERFORMANCE TOP FI MULTIMERCADO,10.362.008/0001-51,0.001,20000000,0.0,Eduardo Alves de Castro,1,115,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1199635877.68,2019-01-31 00:00:00,-760052361.65,-1716441440.75,-1791710737.29,1451859400.37,1941781283.51,2479401478.49,0.036069473477,0.063045820795,0.171913564372,0.005699750055,0.0058103081599999995,0.008319210161,0.0045818750920000005,-0.001323424678,0.005264158313000001,-0.19333233613200002,-0.086848255819,-0.307335220562,0.063500297201,-0.09061078953499999,0.018038244456,94.0,2102252921.6720212
SANTANDER PIBB FI AÇÕES,07.184.920/0001-56,0.01559,100,0.0,Eduardo Alves de Castro,4,160,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,75078754.08,2019-01-31 00:00:00,-5502870.07,-7147580.09,-16431615.37,69106623.97,69520910.79,67376772.72,0.210711056522,0.120122201729,0.43413175936899995,0.23181106386,0.217561191614,0.200160263229,0.179223458136,0.055752956257,0.26748235331,-0.018690753087000002,-0.029771874884999997,-0.045117025564000005,0.23814188024500002,-0.033534408601,0.280256439454,94.0,2102252921.6720212
SANTANDER PRÉ FIC RENDA FIXA LP,16.607.821/0001-20,0.01,20000,0.2,Eduardo Alves de Castro,1,77,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1186684288.45,2019-01-31 00:00:00,-397354475.84,-1071865821.68,561147633.41,1198094955.58,1763572712.46,1652991466.65,0.069141680006,0.090872069861,0.225397728957,0.032635812492,0.032748965877,0.037155601643999996,0.037654081621,0.026502824388,0.058748322898,-0.160260129603,-0.059022006753,-0.253851055976,0.09657250373,-0.06278454047,0.071522409042,94.0,2102252921.6720212
SANTANDER PRIORITY FIC RENDA FIXA REFERENCIADO DI,00.856.755/0001-92,0.009000000000000001,50000,0.0,Eduardo Alves de Castro,0,278,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5824333701.7,2019-02-01 00:00:00,-756211718.4,-1220875536.48,-2312366401.64,6148803793.47,6319448861.47,6658540908.16,0.027746946446,0.056338171916000004,0.15286737518000001,0.000136197297,0.000135127326,0.001434665179,-0.00374065194,-0.008031073556000001,-0.013782030879,-0.20165486316300002,-0.09355590469799999,-0.32638140975299995,0.055177770169,-0.097318438414,-0.0010079447349999999,94.0,2102252921.6720212
SANTANDER REAL RATES FIC RENDA FIXA,09.216.026/0001-46,0.003,10000,0.0,Eduardo Alves de Castro,1,126,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1789573.44,2019-01-31 00:00:00,-788124.8,-186272644.24,-277373419.88,1965876.63,47644648.43,131139985.32,0.06206440001,0.089905357164,0.22267263368799997,0.031276929914,0.03235594915,0.033064869303000004,0.030576801625,0.025536111690999997,0.056023227629,-0.167337409599,-0.059988719451000004,-0.256576151245,0.08949522373400001,-0.063751253167,0.068797313773,94.0,2102252921.6720212
SANTANDER RECOMPENSA MASTER FIC RENDA FIXA,08.992.335/0001-45,0.008,100000,0.0,Eduardo Alves de Castro,504,133,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,204670290.6,2019-01-31 00:00:00,-34673758.52,-62294249.91,-100564882.6,219630149.43,230563726.49,247035697.48,0.028700941711999998,0.056362451577000004,0.153968158313,0.0013515177859999999,0.0014039025529999998,0.00234456244,-0.0027866566729999997,-0.008006793895,-0.012681247746,-0.200700867897,-0.09353162503700001,-0.32528062662,0.056131765436,-0.09729415875300002,9.2838398e-05,94.0,2102252921.6720212
SANTANDER RECOMPENSA PREMIUM FIC RENDA FIXA,09.300.166/0001-06,0.005,1000000,0.0,Eduardo Alves de Castro,504,131,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2903072834.74,2019-01-31 00:00:00,-364503481.31,-670534359.92,-960515556.25,3040165565.81,3162495146.57,3287476366.76,0.030292450744,0.059534921087,0.161070998611,0.0013689511539999998,0.00144657384,0.0022382092970000002,-0.001195147641,-0.004834324385,-0.0055784074480000004,-0.199109358865,-0.09035915552700001,-0.318177786322,0.057723274468000005,-0.09412168924299999,0.0071956786959999994,94.0,2102252921.6720212
SANTANDER SELEÇÃO MAX FIC AÇÕES,04.435.076/0001-09,0.02,1000,0.0,Eduardo Alves de Castro,4,210,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,16291290.92,2019-01-31 00:00:00,-609776.87,-1638698.44,-5308085.85,14413016.1,14383407.47,14441517.03,0.22975482207599998,0.19324613184,0.615632083328,0.224420161486,0.213450174896,0.197049644178,0.198267223691,0.128876886367,0.44898267726900004,0.00035301246699999996,0.043352055226,0.13638329839500002,0.2571856458,0.03958952151,0.461756763413,94.0,2102252921.6720212
SANTANDER SELEÇÃO PLUS FIC AÇÕES,11.180.612/0001-20,0.03,1000,0.2,Eduardo Alves de Castro,4,109,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,206382059.92,2019-01-31 00:00:00,-39688791.29,-88333987.2,148250114.66,196523434.0,222163891.14,141713763.21,0.21697716290900002,0.16755600258,0.549470070333,0.22438617446700002,0.212217994454,0.196191419914,0.185489564523,0.10318675710799999,0.38282066427399997,-0.0124246467,0.017661925966,0.0702212854,0.244407986632,0.01389939225,0.39559475041799996,94.0,2102252921.6720212
SANTANDER SELEÇÃO TOP FIC AÇÕES,02.436.763/0001-05,0.025,1000,0.2,Eduardo Alves de Castro,4,249,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,656307032.44,2019-01-31 00:00:00,-113533979.47,-82818770.17,442305511.25,613844463.85,665730887.53,446867281.04,0.219519767046,0.17381750847900002,0.55422087944,0.224480369999,0.212636988989,0.196764018804,0.188032168661,0.109448263007,0.38757147338099995,-0.009882042563,0.023923431865,0.074972094506,0.24695059076900003,0.020160898149,0.40034555952399997,94.0,2102252921.6720212
SANTANDER SELECT FIC RENDA FIXA,23.682.485/0001-46,0.0075,100000,0.0,Eduardo Alves de Castro,0,36,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,672906362.48,2019-01-31 00:00:00,-142937205.29,-142157321.97,258192627.34,730792767.52,763762238.78,670287783.19,0.028870971026,0.056726054112000004,0.154656734139,0.0013517738600000002,0.0014070040219999998,0.00234253058,-0.002616627359,-0.00764319136,-0.01199267192,-0.200530838583,-0.093168022502,-0.324592050794,0.05630179475,-0.096930556218,0.0007814142239999999,94.0,2102252921.6720212
SANTANDER SELECT FIC RENDA FIXA REFERENCIADO DI,22.918.180/0001-28,0.006999999999999999,100000,0.0,Eduardo Alves de Castro,0,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11087654279.93,2019-02-01 00:00:00,-777171778.55,-646395607.7,144786826.51,11442358240.36,11289726814.68,10742795343.95,0.028773525752,0.058464168895,0.157494063689,0.000136109402,0.000136112184,0.001434640129,-0.0027140726329999997,-0.005905076578000001,-0.00915534237,-0.20062828385700002,-0.09142990771899999,-0.321754721244,0.056204349475,-0.095192441436,0.003618743774,94.0,2102252921.6720212
SANTANDER SELECT MULTIESTRATÉGIA FIC MULTIMERCADO,23.682.676/0001-08,0.02,25000,0.2,Eduardo Alves de Castro,5,33,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,337089783.73,2019-01-31 00:00:00,-252157479.84,-878950338.27,-445334998.55,436503468.32,733504576.92,895287417.53,0.034412524723,-0.030882504725,0.088428158258,0.020699373541,0.041001878058,0.044946963875,0.002924926338,-0.095251750198,-0.078221247801,-0.194989284886,-0.18077658134,-0.39082062667499995,0.061843348447000006,-0.184539115056,-0.065447161657,94.0,2102252921.6720212
SANTANDER SELECT YIELD FIC RENDA FIXA CRÉDITO PRIVADO LP,20.977.499/0001-07,0.006999999999999999,50000,0.0,Eduardo Alves de Castro,1,47,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1648878487.76,2019-01-31 00:00:00,-512482410.43,-842829471.39,108904869.43,1887841364.68,2063635690.98,1796253901.27,0.030202042025,0.059691313380000006,0.161300261893,0.000395364713,0.00056369709,0.0014797738190000002,-0.00128555636,-0.004677932092,-0.005349144166,-0.19919976758400001,-0.09020276323399999,-0.317948523041,0.057632865749000006,-0.09396529695,0.007424941977,94.0,2102252921.6720212
