Name,CNPJ,Management Fee,Minimum Investment,Performance Fee,Portfolio Manager,Liquidity Ratios,age_months,CVM Category_Fixed Income,CVM Category_Multimarket,CVM Category_Equities,CVM Category_FX,Tax Classification_Exempt,Tax Classification_Long Term,Tax Classification_Short Term,Private Credit Anbima_Not applicable,Private Credit Anbima_Yes,Leveraged Anbima_Yes,Performance Fee Reference Index_100% do IBX,Performance Fee Reference Index_100% do Ibovespa,Performance Fee Reference Index_Other_performance_fee,Performance Fee Reference Index_There is not,Benchmark_Dollar,Benchmark_IBX,Benchmark_IMA-B,Benchmark_Ibovespa,Benchmark_Not Informed,Benchmark_Other_Benchmark,Last_Assets,Last_Assets_date,Assets_Flow_6m,Assets_Flow_12m,Assets_Flow_24m,Average_Assets_6m,Average_Assets_12m,Average_Assets_24m,Return_6m,Return_12m,Return_24m,Volatility_6m,Volatility_12m,Volatility_24m,Excess_Return_-_CDI_Opening_6m,Excess_Return_-_CDI_Opening_12m,Excess_Return_-_CDI_Opening_24m,Excess_Return_-_Ibovespa_6m,Excess_Return_-_Ibovespa_12m,Excess_Return_-_Ibovespa_24m,Excess_Return_-_Dollar_6m,Excess_Return_-_Dollar_12m,Excess_Return_-_Dollar_24m,#_Funds_managed,Manager_avg_Assets,dbsc_1,agglomerative_1,hierarchy_1,kmeans_1,kmeans_2
SAFRA CONSUMO AMERICANO FIC AÇÕES BDR NÍVEL I,19.436.835/0001-17,0.025,10000,0.0,Ricardo Daniel Gomes de Negreiros,5,60,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,171481961.84,2019-01-31 00:00:00,-24011357.14,28156148.92,34117922.51,218436318.9,188097739.22,140341350.61,-0.023501823387000003,0.113470818473,0.47522994805299995,0.18629470123300002,0.177729603407,0.140942203846,-0.054989421772999994,0.049101573,0.30858054199400003,-0.252903632996,-0.036423258141,-0.0040188368799999995,0.003929000336000001,-0.040185791857,0.321354628138,65.0,909562369.4773846,-1,6,1,0,6
SAFRA CONSUMO FIC AÇÕES,03.848.524/0001-25,0.03,10000,0.0,Ricardo Daniel Gomes de Negreiros,4,224,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,41468174.23,2019-01-31 00:00:00,4584538.77,2097831.74,30510397.08,31193344.15,33329164.6,23573968.68,0.294116378613,0.122719125295,0.651472679466,0.23599597730099997,0.230633605556,0.207543607189,0.26262878022799996,0.058349879822,0.484823273407,0.064714569004,-0.027174951319,0.172223894533,0.321547202337,-0.030937485035,0.497597359551,65.0,909562369.4773846,1,6,1,3,6
SAFRA EQUITY PORTFÓLIO PB FIC AÇÕES,14.476.729/0001-43,0.02,50000,0.0,Ricardo Daniel Gomes de Negreiros,4,66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,150155657.62,2019-01-31 00:00:00,15181123.25,32854867.62,83514148.89,112386910.94,110766809.39,82555545.58,0.273792954303,0.18685492364400005,0.559740634131,0.237723567033,0.22430010598000003,0.212410506094,0.242305355918,0.122485678172,0.393091228072,0.044391144694,0.03696084703,0.08049184919800001,0.301223778027,0.033198313314,0.405865314216,65.0,909562369.4773846,1,6,1,3,6
SAFRA EQUITY PORTFÓLIO SPECIAL FIC AÇÕES,47.178.215/0001-60,0.04,5000,0.0,Ricardo Daniel Gomes de Negreiros,4,595,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,22716868.98,2019-01-31 00:00:00,23699.89,1385015.63,2723612.19,15798294.84,17733415.99,16572990.47,0.258773645668,0.160183286408,0.49068553699100004,0.236964488855,0.223694642797,0.211860425793,0.227286047283,0.09581404093599999,0.32403613093199995,0.029371836058999998,0.010289209794,0.011436752057,0.286204469391,0.006526676078,0.33681021707500003,65.0,909562369.4773846,1,6,1,3,6
SAFRA EXECUTIVE 2 FI RENDA FIXA,10.787.647/0001-69,0.005,100000,0.0,Ricardo Daniel Gomes de Negreiros,1,115,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,335402561.04,2019-01-31 00:00:00,-83568178.82,-47611936.1,-51628423.3,393018380.71,406607333.31,372979800.25,0.039685515199,0.072371983306,0.186334202727,0.007409144461,0.008410495164,0.009696805982,0.008197916814,0.008002737833,0.019684796668,-0.18971629440999999,-0.077522093309,-0.29291458220600003,0.06711633892300001,-0.081284627025,0.032458882812,65.0,909562369.4773846,3,1,4,2,2
SAFRA EXECUTIVE CORPORATE FIC RENDA FIXA,03.593.150/0001-44,0.0075,50000,0.0,Ricardo Daniel Gomes de Negreiros,1,227,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2156697820.28,2019-01-31 00:00:00,-147232329.76,-411191086.52,-589630193.13,2164030750.5,2241285700.66,2345637521.56,0.036809541338,0.066382131348,0.16901373152600002,0.005843264011,0.007678425391000001,0.0077551630440000005,0.005321942953,0.0020128858760000003,0.002364325467,-0.192592268271,-0.083511945266,-0.310235053407,0.064240365062,-0.087274478982,0.015138411611,65.0,909562369.4773846,0,1,4,2,2
SAFRA EXECUTIVE FIC RENDA FIXA,00.222.816/0001-60,0.005,400000,0.0,Ricardo Daniel Gomes de Negreiros,1,292,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6915751111.98,2019-01-31 00:00:00,-208844916.4,-790465226.58,-561165009.72,6745836943.07,6947903504.81,6988032911.82,0.038133169310000006,0.06889329932999999,0.17416283206900002,0.005877012278,0.007830088048,0.007780187753,0.006645570924999999,0.004524053858,0.007513426010000002,-0.191268640299,-0.081000777284,-0.30508595286400003,0.065563993034,-0.084763311,0.020287512154,65.0,909562369.4773846,0,5,4,2,8
SAFRA EXECUTIVE MAX FIC RENDA FIXA,00.180.995/0001-10,0.01,25000,0.0,Ricardo Daniel Gomes de Negreiros,1,292,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,520869217.03,2019-01-31 00:00:00,-81762784.83,-195033734.48,-439158029.33,551363447.1,589145800.74,680060464.72,0.035412219011,0.063508708476,0.16274922027199998,0.005842734228999999,0.007678600765,0.007755420155,0.003924620626,-0.0008605369960000001,-0.003900185787,-0.193989590598,-0.08638536813799999,-0.316499564661,0.062843042734,-0.090147901854,0.008873900355999999,65.0,909562369.4773846,0,1,4,2,2
SAFRA EXECUTIVE PLUS FIC RENDA FIXA,02.120.736/0001-29,0.048,500,0.0,Ricardo Daniel Gomes de Negreiros,1,256,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17588194.74,2019-01-31 00:00:00,-1794944.04,-6074059.02,-15610947.57,18533076.83,19650496.66,23316508.49,0.015713692905,0.023267286575,0.076347401164,0.0058843279420000005,0.007839681037,0.007793537721,-0.015773905480000003,-0.041101958897,-0.090302004895,-0.213688116703,-0.12662679003900001,-0.402901383769,0.043144516629,-0.13038932375499998,-0.077527918751,65.0,909562369.4773846,0,1,4,2,2
SAFRA EXECUTIVE PREMIUM FIC RENDA FIXA,17.254.088/0001-70,0.0025,5000000,0.0,Ricardo Daniel Gomes de Negreiros,1,69,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8901512504.92,2019-01-31 00:00:00,-316609576.31,-580848845.49,458508161.7,8629943136.37,8819665960.4,8461991945.88,0.039485214906,0.071677681256,0.180285367872,0.005876747058999999,0.007829902515,0.00777972464,0.00799761652,0.0073084357840000015,0.013635961813000001,-0.189916594703,-0.078216395358,-0.298963417061,0.066916038629,-0.08197892907399999,0.026410047957000003,65.0,909562369.4773846,0,5,4,1,8
SAFRA EXECUTIVE PROFIT FIC RENDA FIXA,03.826.405/0001-71,0.015,10000,0.0,Ricardo Daniel Gomes de Negreiros,1,219,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15697805.48,2019-01-31 00:00:00,-172193.41,-1022685.68,-6289423.99,15595019.22,15758576.73,17527992.08,0.032473381482000005,0.057565251591,0.14991615192,0.005842005215,0.007677122706,0.007756387359,0.0009857830969999999,-0.006803993881,-0.016733254139000002,-0.196928428127,-0.092328825023,-0.32933263301300003,0.059904205206000004,-0.096091358739,-0.003959167995,65.0,909562369.4773846,0,1,4,2,2
SAFRA EXECUTIVE SPECIAL FIC RENDA FIXA,01.625.681/0001-46,0.025,5000,0.0,Ricardo Daniel Gomes de Negreiros,1,264,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23200255.32,2019-01-31 00:00:00,-4393373.3,-9521066.22,-20983822.11,24903276.86,27462197.33,31686442.38,0.027547994636,0.047180141775000004,0.12706773286800002,0.005879826564000001,0.007835358794,0.0077865701329999995,-0.003939603749,-0.017189103697,-0.039581673191000005,-0.20185381497299998,-0.10271393483899999,-0.352181052065,0.05497881836,-0.106476468555,-0.026807587048,65.0,909562369.4773846,0,1,4,2,2
SAFRA EXPORTAÇÃO FI AÇÕES,06.888.302/0001-24,0.035,10000,0.0,Ricardo Daniel Gomes de Negreiros,4,173,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10078610.27,2019-01-31 00:00:00,-428115.22,2713416.81,2678656.12,9713276.69,9182799.71,7219450.68,0.070001798169,0.151770716895,0.441645168824,0.207776548907,0.214298015794,0.201253916116,0.038514199783000004,0.08740147142299999,0.27499576276500004,-0.15940001144000002,0.001876640281,-0.037603616109,0.09743262189200001,-0.0018858934349999998,0.28776984890900004,65.0,909562369.4773846,1,6,1,3,6
SAFRA EXTRA 180 FI RENDA FIXA CRÉDITO PRIVADO,17.254.017/0001-78,0.003,500000,0.0,Ricardo Daniel Gomes de Negreiros,127,68,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,206221379.22,2019-01-31 00:00:00,-36544494.96,-40137110.78,-39583388.97,225714794.12,229060081.12,217554505.31,0.032840177857000004,0.067052937195,0.17335092567299998,0.000192692878,0.00020703799599999998,0.001324697137,0.0013525794719999999,0.0026836917230000003,0.0067015196140000005,-0.196561631752,-0.082841139419,-0.30589785926,0.060271001581,-0.086603673135,0.019475605757,65.0,909562369.4773846,0,1,4,2,2
SAFRA EXTRA 90 CORPORATE FIC RENDA FIXA CRÉDITO PRIVADO,17.161.576/0001-33,0.0075,100000,0.0,Ricardo Daniel Gomes de Negreiros,63,70,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,38865769.02,2019-01-31 00:00:00,-2483893.87,-11817885.98,-34635081.78,39124982.18,41270974.98,49775960.67,0.030755448239,0.063353245659,0.164361788374,0.00018640865300000001,0.00025226893800000004,0.001296844789,-0.0007321501460000001,-0.001015999813,-0.002287617686,-0.19864636137,-0.08654083095500001,-0.31488699656,0.058186271962,-0.090303364671,0.010486468458,65.0,909562369.4773846,0,1,4,2,2
SAFRA EXTRA 90 FIC RENDA FIXA CRÉDITO PRIVADO,17.161.620/0001-05,0.005,300000,0.0,Ricardo Daniel Gomes de Negreiros,63,73,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,464469772.88,2019-01-31 00:00:00,-61738394.0,-136853565.58,-384032853.86,492949445.59,513469957.63,598046390.49,0.032164774292,0.06628471669399999,0.170857477451,0.00018574852299999998,0.00025075213500000003,0.0013023723109999998,0.000677175907,0.0019154712220000002,0.004208071392,-0.19723703531700001,-0.08360935992,-0.308391307482,0.059595598016,-0.08737189363600001,0.016982157536,65.0,909562369.4773846,0,1,4,2,2
SAFRA EXTRA BANCOS FIC RENDA FIXA CRÉDITO PRIVADO,20.441.483/0001-77,0.003,2000000,0.0,Ricardo Daniel Gomes de Negreiros,22,51,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,442967409.76,2019-01-31 00:00:00,-105574708.89,-429209102.88,-833448964.62,492052575.98,571996145.19,753625982.85,0.030718823729,0.063662424298,0.166826481838,0.00010408558,0.00021037633699999997,0.001298398594,-0.0007687746559999999,-0.0007068211749999999,0.000177075779,-0.19868298588,-0.086231652316,-0.312422303095,0.058149647453,-0.089994186032,0.012951161923,65.0,909562369.4773846,0,1,4,2,2
SAFRA EXTRA FIC RENDA FIXA CRÉDITO PRIVADO,14.414.357/0001-20,0.005,300000,0.0,Ricardo Daniel Gomes de Negreiros,21,78,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,103355041.94,2019-01-31 00:00:00,-5553592.46,-29669580.09,-94855193.69,104306328.33,111830758.63,131027131.97,0.032110672211,0.06619374001,0.170491214981,0.000184871235,0.000250937741,0.0012947575449999999,0.000623073826,0.001824494538,0.003841808922,-0.197291137398,-0.083700336604,-0.308757569952,0.059541495935,-0.08746287032,0.016615895065,65.0,909562369.4773846,0,1,4,2,2
SAFRA FARADAY FIC MULTIMERCADO,21.144.666/0001-93,0.03,50000,0.2,Ricardo Daniel Gomes de Negreiros,23,31,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1572131653.27,2019-01-31 00:00:00,-1444348866.49,-545029798.38,1151805542.58,2733401570.16,2639569228.76,1918604233.11,0.051472549969999996,0.059547238107,0.21568588445999998,0.040666587679,0.042267077985,0.044790337697,0.019984951585,-0.004822007365,0.049036478401,-0.177929259639,-0.090346838507,-0.263562900473,0.078903373694,-0.094109372223,0.061810564545,65.0,909562369.4773846,0,2,2,0,1
SAFRA FARADAY SPECIAL FIC MULTIMERCADO,26.111.809/0001-84,0.03,25000,0.05,Ricardo Daniel Gomes de Negreiros,23,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1262524859.03,2019-01-31 00:00:00,-840119269.83,-236282545.41,955455635.88,1941199500.22,1858595939.95,1359604861.03,0.050517928387000005,0.058401814282,0.21122827156800003,0.040466446792,0.041729950666000014,0.044271112381999995,0.019030330002,-0.005967431191,0.044578865509000004,-0.17888388122200002,-0.091492262332,-0.268020513365,0.077948752111,-0.095254796049,0.057352951651999995,65.0,909562369.4773846,0,2,2,0,1
SAFRA FIC AÇÕES BDR NÍVEL I,18.770.648/0001-02,0.025,10000,0.0,Ricardo Daniel Gomes de Negreiros,5,62,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,29488458.4,2019-01-31 00:00:00,-9348997.77,-6593689.0,-6086833.96,40233558.92,37250857.83,31699571.58,-0.034332915934,0.084305309962,0.41583569004500004,0.182028526638,0.175773998223,0.140199059638,-0.065820514319,0.019936064489,0.249186283986,-0.26373472554300004,-0.06558876665300001,-0.06341309488800001,-0.006902092211000001,-0.069351300369,0.26196037013,65.0,909562369.4773846,1,6,1,0,6
SAFRA GALILEO DISTRIBUIDORES FIC MULTIMERCADO,20.391.600/0001-35,0.02,500000,0.0,Ricardo Daniel Gomes de Negreiros,23,49,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27065085.58,2019-01-31 00:00:00,-68217293.71,-545517050.94,-651773006.05,57919903.35,316748269.86,439202401.76,0.075100552209,0.018164657560000002,0.199455303215,0.063353740184,0.079344211734,0.078324478148,0.043612953824,-0.046204587913,0.032805897156000005,-0.1543012574,-0.131729419054,-0.279793481718,0.102531375933,-0.13549195277,0.0455799833,65.0,909562369.4773846,0,2,2,0,1
SAFRA GLOBAL EQUITIES FI MULTIMERCADO,19.226.446/0001-67,0.02,25000,0.2,Ricardo Daniel Gomes de Negreiros,5,34,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1212345550.14,2019-01-31 00:00:00,-336958102.79,-312200765.03,885211545.48,1338462391.22,1520526454.07,1043670194.05,0.08651621788899999,0.020023386074,0.263996551098,0.073252820555,0.08443725543599999,0.08045247155299999,0.055028619504,-0.044345859398,0.09734714503900001,-0.14288559171999998,-0.12987069054000003,-0.215252233835,0.113947041612,-0.133633224256,0.110121231183,65.0,909562369.4773846,0,2,2,0,1
SAFRA HIGH YIELD FIC MULTIMERCADO,07.908.988/0001-30,0.015,10000,0.0,Ricardo Daniel Gomes de Negreiros,12,150,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,979179218.05,2019-01-31 00:00:00,-177132475.37,-115277470.23,376987010.5,1039195891.83,1095628347.63,989844745.68,0.045503115526999996,0.039324482475,0.167104233368,0.02539859494,0.032006958548,0.031982227888,0.014015517142,-0.025044762998,0.000454827309,-0.183898694082,-0.11056959413899999,-0.31214455156500004,0.072933939251,-0.114332127855,0.013228913452999999,65.0,909562369.4773846,0,2,2,0,1
SAFRA HIGH YIELD FI MULTIMERCADO,04.874.564/0001-04,0.015,25000,0.2,Ricardo Daniel Gomes de Negreiros,1,203,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000992709.65,2019-01-31 00:00:00,-178125676.82,-118997931.58,370225094.02,1061077373.13,1118127344.77,1013657031.36,0.045579351926,0.03947604772,0.167327198316,0.025405610155,0.032011444866,0.031982616959,0.014091753541,-0.024893197752,0.0006777922569999999,-0.183822457683,-0.110418028894,-0.311921586617,0.07301017565000001,-0.11418056261,0.013451878401,65.0,909562369.4773846,0,2,2,0,1
SAFRA IMA FIC RENDA FIXA,10.787.822/0001-18,0.005,500000,0.0,Ricardo Daniel Gomes de Negreiros,4,109,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,319347301.24,2019-01-31 00:00:00,10653001.05,-72275322.85,-140493363.91,275032296.86,286300293.44,345208745.69,0.16741973894200002,0.16274825102399998,0.323069790703,0.07053088662700001,0.06385361542899999,0.08010333466200001,0.135932140557,0.098379005552,0.15642038464400002,-0.061982070667,0.012854174409999999,-0.15617899423,0.194850562665,0.009091640694,0.169194470788,65.0,909562369.4773846,-1,1,4,2,2
SAFRA INFLATION FIC RENDA FIXA,05.108.368/0001-91,0.015,10000,0.0,Ricardo Daniel Gomes de Negreiros,4,198,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,98104771.35,2019-01-31 00:00:00,-15689930.84,-54965364.39,-150064532.63,92472356.23,105357824.93,160840440.82,0.161329983709,0.150638423826,0.295862686089,0.070544621973,0.063866213888,0.080135863833,0.129842385324,0.086269178353,0.12921328003,-0.0680718259,0.0007443472119999999,-0.18338609884399998,0.18876080743299997,-0.0030181865039999997,0.14198736617399998,65.0,909562369.4773846,-1,1,4,2,2
SAFRA INFRAESTRUTURA FI AÇÕES,08.471.087/0001-97,0.025,10000,0.2,Ricardo Daniel Gomes de Negreiros,4,144,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,13739817.78,2019-01-31 00:00:00,2254771.11,4390594.94,6173205.51,10396150.76,10000531.6,8201680.77,0.214475105273,0.17143825897700002,0.441115593553,0.203280684667,0.199811991854,0.19376876247900002,0.182987506888,0.107069013505,0.27446618749400004,-0.014926704335,0.021544182363,-0.03813319138,0.241905928997,0.017781648647,0.28724027363800003,65.0,909562369.4773846,1,0,1,3,6
SAFRA KEPLER EQUITY HEDGE FI MULTIMERCADO,25.079.578/0001-06,0.02,50000,0.2,Ricardo Daniel Gomes de Negreiros,22,25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,559617321.93,2019-01-31 00:00:00,-87738300.46,-175138387.06,457614560.97,552480284.11,618515792.43,507373518.96,0.061366317318000005,0.065729544801,0.23261752645199998,0.058966629082000004,0.049599443475000005,0.04263957728,0.029878718933000002,0.001360299329,0.065968120393,-0.168035492291,-0.08416453181299999,-0.24663125848099998,0.088797141042,-0.08792706552900001,0.078742206537,65.0,909562369.4773846,0,2,2,0,1
SAFRA KEPLER FI MULTIMERCADO,21.144.577/0001-47,0.02,50000,0.2,Ricardo Daniel Gomes de Negreiros,22,49,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,509454998.48,2019-01-31 00:00:00,-262414073.75,-328956285.07,-431725298.87,575188537.71,681549327.08,748690238.88,0.055772199684,0.06492106463899999,0.20275897107299998,0.049103369189,0.042233835526,0.036247980358,0.024284601298000003,0.000551819167,0.036109565014,-0.17362960992499998,-0.08497301197500001,-0.27648981386,0.08320302340699999,-0.08873554569099999,0.048883651157999995,65.0,909562369.4773846,0,2,2,0,1
SAFRA LAGRANGE I FIC AÇÕES BDR NÍVEL I,08.892.932/0001-06,0.02,50000,0.2,Ricardo Daniel Gomes de Negreiros,4,139,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,77810769.59,2019-01-31 00:00:00,56385360.78,67830257.89,70122277.59,23461938.82,17999524.45,10669997.11,0.313115121823,0.205183605121,0.66664577791,0.274801623404,0.274498802068,0.256175491148,0.281627523438,0.14081435964900002,0.499996371851,0.083713312214,0.055289528507,0.187396992977,0.340545945547,0.051526994791,0.512770457995,65.0,909562369.4773846,1,0,1,3,3
SAFRA MIX 30 FIC MULTIMERCADO,11.083.403/0001-68,0.025,30000,0.0,Ricardo Daniel Gomes de Negreiros,23,109,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,334251863.98,2019-01-31 00:00:00,-65288316.73,-78377617.47,-7280215.7,352315368.84,377106690.26,366819308.49,0.06985641719499999,0.030935880175999998,0.194321550364,0.051545353092,0.058379688986,0.057424642102,0.03836881881,-0.033433365296,0.027672144304999997,-0.15954539241399998,-0.118958196438,-0.284927234569,0.097287240919,-0.122720730154,0.040446230449000004,65.0,909562369.4773846,0,2,2,0,1
SAFRA MIX I FIC MULTIMERCADO,09.137.336/0001-75,0.025,50000,0.0,Ricardo Daniel Gomes de Negreiros,2,132,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1429619233.87,2019-01-31 00:00:00,-258709184.57,-310620580.92,-153130785.09,1493310132.57,1593781000.0,1580399016.7,0.070042054061,0.031256935489,0.19506075997900002,0.051562719105,0.058389561087,0.057429499099000005,0.038554455675,-0.033112309984,0.02841135392,-0.159359755548,-0.11863714112500001,-0.28418802495400003,0.097472877784,-0.12239967484200001,0.041185440064,65.0,909562369.4773846,0,2,2,0,1
SAFRA MIX SPECIAL FIC MULTIMERCADO,26.154.076/0001-65,0.03,30000,0.1,Ricardo Daniel Gomes de Negreiros,22,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381226822.63,2019-01-31 00:00:00,-78692449.39,-41633664.46,226353392.21,402652438.07,428541889.99,368979780.55,0.067196075524,0.027046679859000004,0.177982622462,0.051493927125000005,0.057390466755,0.056330510866,0.035708477139,-0.037322565613,0.011333216403000002,-0.16220573408500005,-0.122847396755,-0.301266162471,0.094626899248,-0.126609930471,0.024107302546000003,65.0,909562369.4773846,0,2,2,0,1
SAFRA PETROBRAS FI AÇÕES,03.917.728/0001-70,0.015,5000,0.0,Ricardo Daniel Gomes de Negreiros,4,222,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,59467940.59,2019-01-31 00:00:00,3344794.55,5228496.27,-9262259.54,50342661.91,46223152.0,39308802.3,0.34224775657499995,0.34812550994999997,0.613255870975,0.371004462122,0.47242033893700003,0.404488219771,0.31076015819,0.28375626447700003,0.446606464916,0.112845946966,0.198231433335,0.134007086042,0.36967858029899997,0.194468899619,0.4593805510600001,65.0,909562369.4773846,-1,0,1,3,3
SAFRA PETROBRAS FIC AÇÕES,07.470.226/0001-03,0.03,5000,0.0,Ricardo Daniel Gomes de Negreiros,4,160,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45902136.38,2019-01-31 00:00:00,4000576.38,6567436.27,-6457526.15,38171004.27,34758964.14,29405439.72,0.331108156854,0.327944609456,0.559841747006,0.370538893769,0.47147845797399995,0.40368583116499995,0.299620558469,0.263575363984,0.393192340947,0.10170634724500001,0.178050532842,0.08059296207299999,0.35853898057800004,0.174287999126,0.405966427091,65.0,909562369.4773846,-1,0,1,3,3
SAFRA PRÁTICO APLICAÇÃO AUTOMÁTICA FIC RENDA FIXA CURTO PRAZO,10.787.741/0001-18,0.048,100,0.0,Ricardo Daniel Gomes de Negreiros,0,111,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,142588474.07,2019-02-01 00:00:00,4225368.25,-7487175.19,-9736820.14,146843550.82,150904322.99,148237807.0,0.006597000390999999,0.013614575967000001,0.058068616136,3.6910401e-05,8.7072806e-05,0.001235934222,-0.024890597993999997,-0.050754669505,-0.108580789923,-0.222804809218,-0.136279500647,-0.421180168797,0.034027824115,-0.140042034363,-0.095806703779,65.0,909562369.4773846,2,1,4,2,0
SAFRA PRIVATE FI AÇÕES,02.097.253/0001-50,0.01,1000,0.0,Ricardo Daniel Gomes de Negreiros,4,255,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,86412335.88,2019-01-31 00:00:00,62229546.05,73387998.54,75626891.06,26366262.17,20432247.8,12621693.51,0.326984635097,0.25077286909400004,0.762688228521,0.278118266634,0.27884079008,0.260781555246,0.295497036712,0.18640362362200005,0.596038822462,0.09758282548800001,0.10087879247999999,0.283439443588,0.354415458821,0.097116258764,0.608812908606,65.0,909562369.4773846,1,0,1,3,3
SAFRA S&P FI MULTIMERCADO,15.674.619/0001-59,0.01,1000000,0.0,Ricardo Daniel Gomes de Negreiros,2,75,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,106241653.49,2019-01-31 00:00:00,-42021629.96,-21731786.6,-77287251.37,144289312.94,135935080.81,124794859.51,-0.060877125814,0.10256453386,0.402271945833,0.21032137379500002,0.20357121254299998,0.17111815682599998,-0.092364724199,0.038195288388,0.235622539774,-0.290278935423,-0.047329542754,-0.0769768391,-0.03344630209,-0.05109207647,0.24839662591699999,65.0,909562369.4773846,0,2,2,0,1
SAFRA S&P REAIS FIC MULTIMERCADO,20.394.372/0001-57,0.0175,100000,0.0,Ricardo Daniel Gomes de Negreiros,2,51,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,187199887.62,2019-01-31 00:00:00,-61365968.37,-98802697.38,123543196.94,243410135.22,268243741.25,175501353.85,-0.026276451327999998,-0.028813135082,0.312613729924,0.16160552329400002,0.159438852223,0.122166037531,-0.057764049713000004,-0.093182380554,0.145964323865,-0.255678260937,-0.17870721169599998,-0.166635055009,0.001154372396,-0.182469745412,0.15873841000900002,65.0,909562369.4773846,0,2,2,0,1
SAFRA S&P REAIS PB FI MULTIMERCADO,21.595.829/0001-54,0.01,1000000,0.0,Ricardo Daniel Gomes de Negreiros,2,42,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,370764221.18,2019-01-31 00:00:00,8275420.56,35148227.79,299515805.02,408213791.65,391872423.82,246811645.26,-0.022450727577,-0.021148894616,0.333641027311,0.16154609431400002,0.15938648795399998,0.122126824733,-0.053938325961999996,-0.08551814008799999,0.16699162125199998,-0.25185253718600004,-0.17104297122999998,-0.145607757622,0.004980096146,-0.17480550494600003,0.179765707395,65.0,909562369.4773846,0,2,2,0,1
SAFRA S&P TOP FIC MULTIMERCADO,19.237.869/0001-82,0.0175,100000,0.0,Ricardo Daniel Gomes de Negreiros,2,61,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,43579408.89,2019-01-31 00:00:00,-11700653.6,-2687892.89,-18846971.26,61901042.09,56112717.98,47815598.62,-0.06456678697900001,0.093743693323,0.380043592376,0.210367762068,0.20361570880600002,0.17115870326500002,-0.096054385364,0.029374447850000002,0.21339418631700002,-0.293968596588,-0.056150383291,-0.099205192557,-0.037135963255,-0.059912917008,0.22616827246,65.0,909562369.4773846,0,2,2,0,1
